company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised_million_dollars,country,date_added
Bounce,"Bengaluru,Non-U.S.",130,2020-06-29,0.22,Transportation,https://inc42.com/buzz/bounce-lays-off-130-employees-as-covid-19-impact-hits-mobility-startup/,"Series D",214,India,2020-06-30
Bounce,"Bengaluru,Non-U.S.",200,2021-02-22,0.4,Transportation,https://economictimes.indiatimes.com/tech/startups/bounce-goes-for-second-round-of-layoffs-as-demand-for-mobility-lags/articleshow/81144047.cms,"Series D",214,India,2021-02-22
Bounce,"Bengaluru,Non-U.S.",40,2023-01-06,0.05,Transportation,https://www.moneycontrol.com/news/business/announcements/sequoia-backed-bounce-lays-off-5-of-staff-to-cut-costs-9822961.html,"Series D",214,India,2023-01-09
BounceX,"New York City",77,2020-04-06,0.2,Marketing,https://www.adweek.com/programmatic/multiple-ad-tech-companies-suffer-layoffs-as-unemployment-spikes/,"Series B",75,"United States",2020-04-06
"Bowery Farming","New York City",NULL,2024-11-01,1,Food,https://pitchbook.com/news/articles/bowery-indoor-farming-agtech-company-ceases-operations,Unknown,626,"United States",2024-11-02
Boxed,"New York City",32,2023-03-15,0.25,Retail,https://www.crainsnewyork.com/technology/e-commerce-firm-boxedcom-shed-25-staff-it-looks-buyer,Post-IPO,365,"United States",2023-03-17
Braid,"SF Bay Area",NULL,2023-10-09,1,Finance,https://techcrunch.com/2023/10/09/consumer-payments-startup-braid-shuts-down-cites-struggles-with-leveraging-third-party-software/,Unknown,NULL,"United States",2023-10-10
Brainly,"Krakow,Non-U.S.",NULL,2023-05-24,0.3,Education,https://www.linkedin.com/posts/brainly-com_announcement-activity-7067026338280300545-Nn9j/,"Series D",148,Poland,2023-05-24
Brainly,"Krakow,Non-U.S.",25,2022-11-06,NULL,Education,https://www.newindianexpress.com/lifestyle/tech/2022/nov/06/poland-based-ed-tech-platform-brainly-fires-nearly-all-staff-in-india-2515584.html,"Series D",148,Poland,2022-11-07
Branch,Columbus,186,2023-06-08,NULL,Finance,https://coverager.com/layoffs-at-branch/,"Series C",229,"United States",2023-06-09
Branch,Columbus,85,2024-01-09,NULL,Finance,https://coverager.com/insurtech-branch-conducts-another-round-of-layoffs/,"Series C",229,"United States",2024-01-10
Branch,"New York City",3,2020-06-11,0.27,Retail,https://techcrunch.com/2020/06/11/covid-19-nearly-killed-this-office-furniture-startup-turning-to-home-offices-may-save-it/,Seed,2,"United States",2020-06-11
"Branch Metrics","SF Bay Area",100,2020-04-07,0.2,Marketing,https://news.crunchbase.com/news/branch-metrics-lays-off-20-percent-of-employees/,"Series E",367,"United States",2020-04-09
Branch.io,"SF Bay Area",100,2024-08-09,NULL,Marketing,https://9to5google.com/2024/08/09/nova-launcher-faces-rocky-future-after-dev-team-layoffs/,"Series F",667,"United States",2024-08-09
Brave,"SF Bay Area",NULL,2023-10-06,0.09,Consumer,https://techcrunch.com/2023/10/06/brave-lays-off-9-of-its-workforce/,"Series B",42,"United States",2023-10-07
Brave,"SF Bay Area",27,2024-08-28,0.14,Consumer,https://techcrunch.com/2024/08/28/brave-lays-off-27-employees/,"Series B",42,"United States",2024-08-28
"Brave Care",Portland,NULL,2024-12-31,1,Healthcare,https://www.oregonlive.com/health/2024/12/portland-pediatrics-startup-brave-care-shutters-permanently.html,"Series B",43,"United States",2025-01-04
"Brave Care",Portland,40,2022-09-06,0.33,Healthcare,https://www.oregonlive.com/business/2022/09/portland-pediatrics-startup-brave-care-lays-off-a-third-of-staff-citing-covid-and-market-turmoil.html,"Series B",42,"United States",2022-09-08
Breathe,"New Delhi,Non-U.S.",50,2022-06-14,0.33,Healthcare,https://inc42.com/buzz/accel-backed-breathe-well-being-lays-off-50-employees/,"Series A",6,India,2022-06-16
Breather,"Montreal,Non-U.S.",120,2020-12-16,0.8,"Real Estate",https://www.theglobeandmail.com/business/article-breather-hopes-for-second-wind-as-montreal-flexible-workspace-provider/,"Series D",131,Canada,2020-12-17
Brex,"SF Bay Area",136,2022-10-11,0.11,Finance,https://techcrunch.com/2022/10/11/fintech-brex-layoffs-restructuring/,"Series D",1500,"United States",2022-10-11
Brex,"SF Bay Area",282,2024-01-23,0.2,Finance,https://techcrunch.com/2024/01/23/brex-layoffs-fintech/,"Series D",1500,"United States",2024-01-23
Brex,"SF Bay Area",62,2020-05-29,0.15,Finance,https://layoffs.fyi/2020/06/01/brex-laid-off-62-employees-to-prioritize-building-over-growing/,"Series C",732,"United States",2020-05-29
"Bridge Connector",Nashville,154,2020-11-17,1,Healthcare,https://www.nashvillepost.com/business/health-care/article/21144528/bridge-connector-closing-down,"Series B",45,"United States",2020-11-19
Bridgit,"Waterloo,Non-U.S.",13,2022-12-06,0.13,Construction,https://www.therecord.com/news/waterloo-region/2022/12/06/some-startups-scaling-back-as-investment-shrinks.html,"Series B",36,Canada,2022-12-19
"Bright Machines","SF Bay Area",30,2022-06-28,0.08,Data,https://www.calcalist.co.il/calcalistech/article/rkkjpsuc5,Unknown,250,Israel,2022-06-29
"Bright Money","Bengaluru,Non-U.S.",100,2022-07-15,0.5,Finance,https://www.outlookindia.com/business/sequoia-backed-bright-money-is-latest-start-up-to-hand-out-pink-slips-news-211290?,"Series A",31,India,2022-07-22
Brightcove,Boston,198,2025-03-19,0.33,Marketing,https://www.boston.com/news/business/2025/03/19/boston-based-streaming-company-brightcove-to-lay-off-198-workers/,Acquired,145,"United States",2025-03-21
Brightcove,Boston,70,2023-05-03,0.1,Marketing,https://www.bizjournals.com/boston/news/2023/05/03/brightcove-cuts-across-organization.html,Post-IPO,145,"United States",2023-05-04
Brighte,"Sydney,Non-U.S.",30,2022-06-20,0.15,Energy,https://www.startupdaily.net/topic/fintech/renewables-fintech-brighte-powers-down-shedding-15-of-its-team/,"Series C",145,Australia,2022-06-21
Brighte,"Sydney,Non-U.S.",58,2022-09-09,NULL,Energy,https://brighte.com.au/media/accelerating-brightes-pathway-to-profitability,"Series C",145,Australia,2022-10-07
Brightline,"SF Bay Area",NULL,2022-11-01,0.2,Healthcare,https://bhbusiness.com/2022/11/01/virtual-pediatric-behavioral-health-startup-brightline-cuts-20-of-its-staff/,"Series C",212,"United States",2022-11-01
Brightline,"SF Bay Area",NULL,2023-05-03,0.2,Healthcare,https://www.beckershospitalreview.com/digital-health/digital-health-startup-brightline-lays-off-20-of-staff-again.html,"Series C",212,"United States",2023-05-03
Brilliant,"SF Bay Area",NULL,2024-05-08,1,Hardware,https://www.theverge.com/2024/5/8/24150346/brilliant-smart-home-lighting-out-of-business,"Series B",64,"United States",2024-05-09
Bringg,"Tel Aviv,Non-U.S.",10,2020-04-21,0.1,Logistics,"https://www.calcalistech.com/ctech/articles/0,7340,L-3809651,00.html","Series D",84,Israel,2020-04-23
Britishvolt,"London,Non-U.S.",206,2023-01-17,1,Transportation,https://www.nytimes.com/2023/01/17/business/uk-britishvolt-battery-maker-bankruptcy.html,Unknown,2400,"United Kingdom",2023-01-18
Briza,"Toronto,Non-U.S.",26,2022-12-20,0.4,Finance,https://betakit.com/ceo-of-briza-steps-down-as-insurtech-startup-cuts-close-to-half-of-its-staff/,"Series A",10,Canada,2022-12-20
Brodmann17,"Tel Aviv,Non-U.S.",NULL,2022-12-09,1,Other,https://techcrunch.com/2022/12/09/computer-vision-technology-startup-brodmann17-has-shut-down/,"Series A",25,Israel,2022-12-11
Bryter,"Berlin,Non-U.S.",100,2022-07-13,0.3,Product,https://twitter.com/pierre_vannier/status/1547311744837685249,"Series B",89,Germany,2022-07-14
Buenbit,"Buenos Aires,Non-U.S.",80,2022-05-23,0.45,Crypto,https://www.coindesk.com/business/2022/05/24/argentinian-crypto-exchange-buenbit-cuts-45-of-staff-due-to-tech-industry-downturn/,"Series A",11,Argentina,2022-05-25
Builder,"Los Angeles",39,2020-06-04,0.14,Product,https://www.businessinsider.com/engineerai-builderai-layoffs-14-percent-staff-2020-6,"Series A",29,"United States",2020-06-04
Builder.ai,"London,Non-U.S.",NULL,2025-05-20,1,AI,https://techcrunch.com/2025/05/20/once-worth-over-1b-microsoft-backed-builder-ai-is-running-out-of-money/,"Series D",445,"United Kingdom",2025-05-22
Buildertrend,Omaha,NULL,2023-11-17,0.16,Construction,https://siliconprairienews.com/2023/11/buildertrend-layoffs-november-2023/,Unknown,NULL,"United States",2023-11-18
"Built In",Chicago,28,2020-04-10,NULL,Recruiting,https://www.americaninno.com/chicago/roundups-chicago/chicago-layoffs-local-tech-companies-that-have-cut-staff-due-to-coronavirus/,"Series C",29,"United States",2020-05-14
"Built In",Chicago,50,2022-10-05,0.25,Recruiting,https://www.chicagobusiness.com/technology/built-lays-quarter-its-staff,"Series C",29,"United States",2022-10-05
"Built Technologies copy",Nashville,NULL,2023-02-03,0.08,Construction,https://www.nashvillepost.com/business/people/built-lays-off-8-percent-of-workforce/article_55b98a54-a401-11ed-b6b2-532a991e1821.html,Unknown,313,"United States",2023-07-13
Bullhorn,Boston,100,2020-04-30,NULL,Sales,https://layoffs.fyi/2020/05/05/bullhorn-laid-off-100-employees/,Acquired,32,"United States",2020-05-02
Bullhorn,Boston,140,2023-10-19,0.09,Sales,https://www.bizjournals.com/boston/news/2023/10/20/bullhorn-cuts-downturn.html,Acquired,32,"United States",2023-10-20
Bullish,"Hong Kong,Non-U.S.",30,2022-07-05,0.08,Crypto,https://www.theblock.co/post/155859/bullish-com-cuts-jobs-crypto-exchange,Unknown,300,"Hong Kong",2022-07-15
Bumble,Austin,240,2025-06-25,0.3,Consumer,https://www.cnbc.com/2025/06/25/bumble-layoffs.html,Post-IPO,313,"United States",2025-06-25
Bumble,Austin,350,2024-02-27,0.3,Consumer,https://www.cnbc.com/2024/02/27/bumble-layoffs-350-employees-or-about-37percent-of-workforce.html,Post-IPO,313,"United States",2024-02-27
"Bundle Africa","Lagos,Non-U.S.",NULL,2023-07-21,1,Crypto,https://technext24.com/2023/07/21/bundle-africa-ceases-operations/,Seed,1,Nigeria,2023-07-22
Bungalow,"SF Bay Area",70,2022-06-22,NULL,"Real Estate","Internal memo","Series C",171,"United States",2022-06-23
Bungie,Seattle,220,2024-07-31,0.17,Consumer,https://www.bungie.net/7/en/News/article/newpath,Acquired,100,"United States",2024-08-01
Bunnii,"New York City",NULL,2023-06-06,1,Healthcare,https://www.axios.com/pro/health-tech-deals/2023/06/06/fertility-startup-bunnii-shuts-down-fails-secure-funding,Unknown,NULL,"United States",2023-06-06
BusBud,"Montreal,Non-U.S.",23,2020-04-06,0.32,Transportation,https://www.journaldemontreal.com/2020/04/06/busbud-licencie-le-tiers-de-ses-employes,"Series B",21,Canada,2020-04-28
Buser,"Sao Paulo,Non-U.S.",160,2022-12-08,0.3,Transportation,https://startups.com.br/demissoes/buser-demite-30-para-se-adaptar-a-nova-realidade-do-mercado/,"Series C",138,Brazil,2022-12-11
"Business Insider","New York City",NULL,2025-05-29,0.2,Media,https://www.adweek.com/media/business-insider-layoffs-traffic-sensitivity/,Acquired,56,"United States",2025-06-01
"Business Insider","New York City",NULL,2024-01-25,0.08,Media,https://thehill.com/homenews/media/4428915-business-insider-lay-off-newsroom/,Acquired,56,"United States",2024-01-26
"Bustle Digital Group","New York City",NULL,2023-02-01,0.08,Media,https://variety.com/2023/digital/news/gawker-shutting-down-1235509262/,"Series E",80,"United States",2023-02-03
"Bustle Digital Group","New York City",19,2020-04-03,NULL,Media,https://www.adweek.com/media/bdg-input-mic-layoffs/,"Series E",80,"United States",2022-09-21
"Bustle Digital Group","New York City",24,2020-04-03,0.08,Media,https://digiday.com/media/bustle-digital-group-g-o-media-announce-layoffs-and-cost-saving-measures/,"Series E",80,"United States",2020-04-03
"Butler Hospitality","New York City",1000,2022-07-08,1,Food,https://techcrunch.com/2022/07/08/butler-shows-hundreds-of-employees-the-door-after-raising-50m-for-room-service-delivery/,"Series B",50,"United States",2022-07-08
"Butterfly Network",Boston,NULL,2023-01-04,0.25,Healthcare,https://www.marketscreener.com/quote/stock/BUTTERFLY-NETWORK-INC-119073390/news/BUTTERFLY-NETWORK-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-42714240/,Post-IPO,530,"United States",2023-01-18
"Butterfly Network","New Haven",NULL,2022-08-02,0.1,Healthcare,"Internal memo",Post-IPO,530,"United States",2022-08-04
"Butterfly Network copy",Boston,NULL,2023-07-11,0.25,Healthcare,https://www.marketscreener.com/quote/stock/BUTTERFLY-NETWORK-INC-119073390/news/Butterfly-Network-Costs-Associated-with-Exit-Disposal-Form-8-K-44342052/,Post-IPO,530,"United States",2023-07-17
Button,"New York City",48,2020-04-08,0.35,Marketing,LinkedIn,"Series C",64,"United States",2020-04-10
"Buy.com / Rakuten","SF Bay Area",87,2020-07-30,1,Retail,https://techcrunch.com/2020/07/30/rakuten-is-shuttering-the-online-shop-formerly-known-as-buy-com/,Acquired,42,"United States",2020-07-31
Buzzer,"New York City",NULL,2023-06-30,1,Consumer,https://frontofficesports.com/buzzer-the-gen-z-sports-app-backed-by-44-million-shuts-down/,"Series A",24,"United States",2023-07-01
Buzzer,"New York City",NULL,2022-06-20,0.2,Media,https://www.sportico.com/business/tech/2022/buzzer-layoffs-20-million-funding-1234679187/,Unknown,32,"United States",2022-06-22
BuzzFeed,"New York City",NULL,2024-02-21,0.16,Media,https://variety.com/2024/digital/news/buzzfeed-sells-complex-ntwrk-layoffs-1235918498/,Post-IPO,696,"United States",2024-02-23
BuzzFeed,"New York City",180,2022-12-06,0.12,Media,https://variety.com/2022/digital/news/buzzfeed-layoffs-12-percent-employees-1235451552/,Post-IPO,696,"United States",2022-12-06
BuzzFeed,"New York City",180,2023-04-20,0.15,Media,https://variety.com/2023/digital/news/buzzfeed-news-shutting-down-layoffs-1235589751/,Post-IPO,696,"United States",2023-04-20
BVAccel,"San Diego",25,2020-04-08,0.25,Marketing,https://www.businessinsider.com/bvaccel-cuts-employees-due-to-coronavirus-impact-on-dtc-brands-2020-4,Unknown,NULL,"United States",2020-04-12
Bybit,"Singapore,Non-U.S.",NULL,2022-12-03,0.3,Crypto,https://cointelegraph.com/news/bybit-announces-second-round-of-layoffs-in-2022-to-survive-bear-market,Unknown,NULL,Singapore,2022-12-04
Bybit,"Singapore,Non-U.S.",600,2022-06-20,0.3,Crypto,https://techcrunch.com/2022/06/20/bybit-crypto-exchange-joins-the-the-list-of-companies-cutting-staff/,Unknown,NULL,Singapore,2022-06-22
Byju's,"Bengaluru,Non-U.S.",1000,2023-06-07,NULL,Education,https://themorningcontext.com/internet/byjus-to-lay-off-1000-employees,"Private Equity",5500,India,2023-06-09
Byju's,"Bengaluru,Non-U.S.",1500,2023-02-02,NULL,Education,https://www.livemint.com/companies/start-ups/edtech-firm-byju-s-lays-off-nearly-1-500-employees-11675343777644.html,"Private Equity",5500,India,2023-02-02
Byju's,"Bengaluru,Non-U.S.",2500,2022-10-12,0.05,Education,https://techcrunch.com/2022/10/12/indian-edtech-giant-byjus-cuts-2500-jobs/,"Private Equity",5500,India,2022-10-12
Byju's,"Bengaluru,Non-U.S.",500,2024-04-02,0.03,Education,https://www.business-standard.com/companies/news/byju-s-lays-off-500-employees-terminates-employment-over-phone-calls-124040201104_1.html,"Private Equity",5500,India,2024-04-02
Bytedance,"Jakarta,Non-U.S.",450,2024-06-12,NULL,Consumer,https://www.bloomberg.com/news/articles/2024-06-12/bytedance-to-cut-450-jobs-in-indonesia-after-tokopedia-deal,Unknown,9400,Indonesia,2024-06-12
Bytedance,"Jakarta,Non-U.S.",500,2024-10-11,NULL,Consumer,https://www.reuters.com/technology/bytedance-cuts-over-700-jobs-malaysia-shift-towards-ai-moderation-sources-say-2024-10-11/,Unknown,9400,Indonesia,2024-10-11
Bytedance,"Mumbai,Non-U.S.",1800,2021-01-27,NULL,Consumer,https://entrackr.com/2021/01/bytedance-set-to-wrap-up-indian-ops-and-lay-off-over-1800-employees/,Unknown,7400,India,2021-01-28
Bytedance,"Shanghai,Non-U.S.",NULL,2023-01-03,0.1,Consumer,https://pandaily.com/bytedance-initiates-layoffs-for-10-of-staff/,Unknown,9400,China,2023-01-04
Bytedance,"Shanghai,Non-U.S.",1000,2023-11-27,NULL,Consumer,https://asia.nikkei.com/Business/China-tech/TikTok-parent-ByteDance-to-cut-1-000-gaming-jobs-in-strategic-shift,Unknown,9400,China,2023-11-27
Bytedance,"Shanghai,Non-U.S.",150,2022-06-17,NULL,Consumer,https://www.bloomberg.com/news/articles/2022-06-17/bytedance-disbands-shanghai-games-studio-in-expansion-setback#xj4y7vzkg,Unknown,9400,China,2022-06-17
Bytedance,"Shanghai,Non-U.S.",1800,2021-08-05,NULL,Consumer,https://www.reuters.com/world/china/bytedance-lay-off-staff-close-businesses-over-china-tutoring-clampdown-sources-2021-08-05/,Unknown,9400,China,2021-08-05
C2FO,"Kansas City",16,2024-06-18,NULL,Finance,https://www.bizjournals.com/kansascity/news/2024/06/18/c2fo-layoffs-supplier-relations-managers.html,"Series H",537,"United States",2024-06-19
C2FO,"Kansas City",20,2022-12-09,0.02,Finance,https://www.bizjournals.com/kansascity/news/2023/10/16/c2fo-layoffs-marketing-sales-revenue-growth-ipo.html,"Series H",537,"United States",2022-12-11
C2FO,"Kansas City",80,2023-10-16,0.03,Finance,https://www.bizjournals.com/kansascity/news/2022/12/09/c2fo-layoff-recession-efficiency-profitability.html,"Series H",537,"United States",2023-10-20
"C6 Bank","Sao Paulo,Non-U.S.",60,2020-04-06,0.06,Finance,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",Unknown,NULL,Brazil,2020-04-06
Cabify,"Madrid,Non-U.S.",29,2024-05-02,NULL,Transportation,https://www.epe.es/es/activos/20240502/cabify-ejecuta-veintena-despidos-staff-101773083,Unknown,601,Spain,2024-05-09
Cabin,"SF Bay Area",NULL,2020-03-23,0.2,Travel,https://www.theinformation.com/articles/layoffs-accelerate-across-silicon-valley-startups,Seed,3,"United States",2020-03-28
Cadre,"New York City",28,2020-05-11,0.25,"Real Estate",https://layoffs.fyi/2020/05/19/real-estate-investing-startup-cadre-laid-off-28-employees/,"Series C",133,"United States",2020-05-11
"Cake Bikes","Stockholm,Non-U.S.",NULL,2024-02-02,1,Transportation,https://techcrunch.com/2024/02/02/cake-electric-motorcycle-bankruptcy/,Unknown,74,Sweden,2024-02-03
"Cake Group","Singapore,Non-U.S.",50,2023-11-14,0.3,Crypto,https://www.linkedin.com/posts/julianhosp_cake-group-ceos-message-to-employees-activity-7130117237218156545-oPjI/,Unknown,NULL,Singapore,2023-11-15
Calendly,Atlanta,60,2023-07-26,0.1,Other,https://www.theinformation.com/briefings/calendly-cuts-roughly-10-of-staff,"Series B",351,"United States",2023-07-27
Calendly,Atlanta,70,2024-12-11,0.13,Other,https://finance.yahoo.com/news/read-memo-calendlys-ceo-sent-133038639.html,"Series B",351,"United States",2024-12-13
Calibrate,"New York City",NULL,2023-04-14,0.18,Healthcare,https://news.bloomberglaw.com/daily-labor-report/weight-loss-telehealth-startup-calibrate-health-cuts-18-of-jobs,"Series B",127,"United States",2023-04-15
Calibrate,"New York City",156,2022-07-08,0.24,Healthcare,https://news.bloomberglaw.com/capital-markets/health-startup-calibrate-cuts-24-of-workforce-in-restructuring,"Series B",127,"United States",2022-07-18
Caliva,"SF Bay Area",20,2020-03-30,NULL,Retail,https://www.businessinsider.com/cannabis-startup-caliva-laid-off-20-corporate-employees-2020-5,"Series A",75,"United States",2020-05-29
Caliva,"SF Bay Area",54,2023-08-08,NULL,Retail,https://www.bizjournals.com/sanfrancisco/news/2023/08/08/gold-flora-tpco-caliva-jay-z-cannabis-layoff-sj.html,"Series B",75,"United States",2023-08-09
